,nodeID,nodeType,parentID,parentID,option,nodeText,ScenarioCategory,H_p,H_a,TypeOfCase,ProfileCategorie,POI,CP,n,Location,POImatchingCategory,TransferConsiderations,Substrate,PersistenceTime,PersistenceEnvironment,PersistenceInterveningActivities,SocialInteractions,Washed
12,272,leaf,9,269,No,"single profile matching POI likelihood ratio equations (no cohabitation, no contamination)",null,null,null,null,b,null,null,null,null,null,null,null,null,null,null,null,null
13,273,leaf,9,269,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, no cohabitation, with contamination probability c_1",null,null,null,null,c,null,null,null,null,null,null,null,null,null,null,null,null
14,274,leaf,9,269,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, no cohabitation, with contamination probability c_1\gamma",null,null,null,null,d,null,null,null,null,null,null,null,null,null,null,null,null
15,275,leaf,10,270,No,"single profile matching POI likelihood ratio equations, with cohabitation (no one else), no contamination",null,null,null,null,e,null,null,null,null,null,null,null,null,null,null,null,null
16,276,leaf,10,270,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, with cohabitation (no one else), with contamination probability c_1",null,null,null,null,f,null,null,null,null,null,null,null,null,null,null,null,null
17,277,leaf,10,270,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, with cohabitation (no one else), with contamination probability c_1\gamma",null,null,null,null,g,null,null,null,null,null,null,null,null,null,null,null,null
18,278,leaf,11,271,No,"single profile matching POI likelihood ratio equations, with cohabitation (plus other(s)), no contamination",null,null,null,null,h,null,null,null,null,null,null,null,null,null,null,null,null
19,279,leaf,11,271,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, with cohabitation (plus other(s)), with contamination probability c_1",null,null,null,null,i,null,null,null,null,null,null,null,null,null,null,null,null
20,280,leaf,11,271,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, with cohabitation (plus other(s)), with contamination probability c_1\gamma",null,null,null,null,j,null,null,null,null,null,null,null,null,null,null,null,null
21,281,selectbox,7,267,null,Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22,282,selectbox,8,268,null,Do Suspect and Complainant / Victim live together?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23,283,selectbox,22,282,No,Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
24,284,selectbox,22,282,"Yes, with no one else",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
25,285,selectbox,22,282,"Yes, with other(s)",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
26,286,leaf,23,283,No,"matching POI likelihood ratio equations for n+1 contributors (no cohabitation, no contamination)",null,null,null,null,k,null,null,null,null,null,null,null,null,null,null,null,null
27,287,leaf,23,283,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","matching POI likelihood ratio equations for n+1 contributors, no cohabitation, with contamination probability c_1",null,null,null,null,l,null,null,null,null,null,null,null,null,null,null,null,null
28,288,leaf,23,283,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","matching POI likelihood ratio equations for n+1 contributors, no cohabitation, with contamination probability c_1\gamma",null,null,null,null,m,null,null,null,null,null,null,null,null,null,null,null,null
29,289,leaf,24,284,No,"matching POI likelihood ratio equations for n+1 contributors, with cohabitation (no one else), no contamination",null,null,null,null,n,null,null,null,null,null,null,null,null,null,null,null,null
30,290,leaf,24,284,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (no one else), with contamination probability c_1",null,null,null,null,o,null,null,null,null,null,null,null,null,null,null,null,null
31,291,leaf,24,284,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (no one else), with contamination probability c_1\gamma",null,null,null,null,p,null,null,null,null,null,null,null,null,null,null,null,null
32,292,leaf,25,285,No,"matching POI likelihood ratio equations for n+1 contributors, with cohabitation (plus other(s)), no contamination",null,null,null,null,q,null,null,null,null,null,null,null,null,null,null,null,null
33,293,leaf,25,285,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (plus other(s)), with contamination probability c_1",null,null,null,null,r,null,null,null,null,null,null,null,null,null,null,null,null
34,294,leaf,25,285,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (plus other(s)), with contamination probability c_1\gamma",null,null,null,null,s,null,null,null,null,null,null,null,null,null,null,null,null
35,295,leaf,21,281,No,"not matching POI likelihood ratio equations for n contributors, no contamination",null,null,null,null,t,null,null,null,null,null,null,null,null,null,null,null,null
36,296,leaf,21,281,Yes,"not matching POI likelihood ratio equations for n contributors, with contamination probability c_1\gamma",null,null,null,null,u,null,null,null,null,null,null,null,null,null,null,null,null
37,297,selectbox,3,263,null,Type of profile?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
38,298,leaf,37,297,No DNA (or only CP),absense of DNA likelihood ratio equations,null,null,null,null,a,null,null,null,null,null,null,null,null,null,null,null,null
39,299,selectbox,37,297,POI (and CP),Do Suspect and Complainant / Victim live together?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
40,300,textarea,37,297,Unknown(s) (and CP),Number of unknown contributors? ,null,null,null,null,null,null,null,,null,null,null,null,null,null,null,null,null
41,301,textarea,37,297,"POI, unknown(s) (and CP)",Number of unknown contributors? ,null,null,null,null,null,null,null,,null,null,null,null,null,null,null,null,null
42,302,selectbox,39,299,No,Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
43,303,selectbox,39,299,"Yes, with no one else",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
44,304,selectbox,39,299,"Yes, with other(s)",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
45,305,leaf,42,302,No,"single profile matching POI likelihood ratio equations (no cohabitation, no contamination)",null,null,null,null,b,null,null,null,null,null,null,null,null,null,null,null,null
46,306,leaf,42,302,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, no cohabitation, with contamination probability c_1",null,null,null,null,c,null,null,null,null,null,null,null,null,null,null,null,null
47,307,leaf,42,302,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, no cohabitation, with contamination probability c_1\gamma",null,null,null,null,d,null,null,null,null,null,null,null,null,null,null,null,null
48,308,leaf,43,303,No,"single profile matching POI likelihood ratio equations, with cohabitation (no one else), no contamination",null,null,null,null,e,null,null,null,null,null,null,null,null,null,null,null,null
49,309,leaf,43,303,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, with cohabitation (no one else), with contamination probability c_1",null,null,null,null,f,null,null,null,null,null,null,null,null,null,null,null,null
50,310,leaf,43,303,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, with cohabitation (no one else), with contamination probability c_1\gamma",null,null,null,null,g,null,null,null,null,null,null,null,null,null,null,null,null
51,311,leaf,44,304,No,"single profile matching POI likelihood ratio equations, with cohabitation (plus other(s)), no contamination",null,null,null,null,h,null,null,null,null,null,null,null,null,null,null,null,null
52,312,leaf,44,304,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, with cohabitation (plus other(s)), with contamination probability c_1",null,null,null,null,i,null,null,null,null,null,null,null,null,null,null,null,null
53,313,leaf,44,304,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, with cohabitation (plus other(s)), with contamination probability c_1\gamma",null,null,null,null,j,null,null,null,null,null,null,null,null,null,null,null,null
54,314,selectbox,40,300,null,Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
55,315,selectbox,41,301,null,Do Suspect and Complainant / Victim live together?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
56,316,selectbox,55,315,No,Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
57,317,selectbox,55,315,"Yes, with no one else",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
58,318,selectbox,55,315,"Yes, with other(s)",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
59,319,leaf,56,316,No,"matching POI likelihood ratio equations for n+1 contributors (no cohabitation, no contamination)",null,null,null,null,k,null,null,null,null,null,null,null,null,null,null,null,null
60,320,leaf,56,316,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","matching POI likelihood ratio equations for n+1 contributors, no cohabitation, with contamination probability c_1",null,null,null,null,l,null,null,null,null,null,null,null,null,null,null,null,null
61,321,leaf,56,316,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","matching POI likelihood ratio equations for n+1 contributors, no cohabitation, with contamination probability c_1\gamma",null,null,null,null,m,null,null,null,null,null,null,null,null,null,null,null,null
62,322,leaf,57,317,No,"matching POI likelihood ratio equations for n+1 contributors, with cohabitation (no one else), no contamination",null,null,null,null,n,null,null,null,null,null,null,null,null,null,null,null,null
63,323,leaf,57,317,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (no one else), with contamination probability c_1",null,null,null,null,o,null,null,null,null,null,null,null,null,null,null,null,null
64,324,leaf,57,317,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (no one else), with contamination probability c_1\gamma",null,null,null,null,p,null,null,null,null,null,null,null,null,null,null,null,null
65,325,leaf,58,318,No,"matching POI likelihood ratio equations for n+1 contributors, with cohabitation (plus other(s)), no contamination",null,null,null,null,q,null,null,null,null,null,null,null,null,null,null,null,null
66,326,leaf,58,318,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (plus other(s)), with contamination probability c_1",null,null,null,null,r,null,null,null,null,null,null,null,null,null,null,null,null
67,327,leaf,58,318,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (plus other(s)), with contamination probability c_1\gamma",null,null,null,null,s,null,null,null,null,null,null,null,null,null,null,null,null
68,328,leaf,54,314,No,"not matching POI likelihood ratio equations for n contributors, no contamination",null,null,null,null,t,null,null,null,null,null,null,null,null,null,null,null,null
69,329,leaf,54,314,Yes,"not matching POI likelihood ratio equations for n contributors, with contamination probability c_1\gamma",null,null,null,null,u,null,null,null,null,null,null,null,null,null,null,null,null
1,330,selectbox,16,16,null,Who is considered the person of interest?  (Whose DNA do we expect to see if H_p is true?),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2,331,textarea,1,330,Suspect,"Whose DNA profile(s) is expected under H_p and under H_d? (What are the conditioning profiles?)  Please answer with one or multiple of the following: Complainant/Victim, Elimination 1, Elimination 2. If there are no conditioning profiles, please leave blank.",null,null,null,null,null,Suspect,,null,null,null,null,null,null,null,null,null,null
3,332,textarea,1,330,Complainant/Victim,"Whose DNA profile(s) is expected under H_p and under H_d? (What are the conditioning profiles?)  Please answer with one or multiple of the following: Suspect, Elimination 1, Elimination 2. If there are no conditioning profiles, please leave blank.",null,null,null,null,null,Complainant/Victim,,null,null,null,null,null,null,null,null,null,null
4,333,selectbox,2,331,null,Type of profile?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
5,334,leaf,4,333,No DNA (or only CP),absense of DNA likelihood ratio equations,null,null,null,null,a,null,null,null,null,null,null,null,null,null,null,null,null
6,335,selectbox,4,333,POI (and CP),Do Suspect and Complainant / Victim live together?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
7,336,textarea,4,333,Unknown(s) (and CP),Number of unknown contributors? ,null,null,null,null,null,null,null,,null,null,null,null,null,null,null,null,null
8,337,textarea,4,333,"POI, unknown(s) (and CP)",Number of unknown contributors? ,null,null,null,null,null,null,null,,null,null,null,null,null,null,null,null,null
9,338,selectbox,6,335,No,Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
10,339,selectbox,6,335,"Yes, with no one else",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
11,340,selectbox,6,335,"Yes, with other(s)",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12,341,leaf,9,338,No,"single profile matching POI likelihood ratio equations (no cohabitation, no contamination)",null,null,null,null,b,null,null,null,null,null,null,null,null,null,null,null,null
13,342,leaf,9,338,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, no cohabitation, with contamination probability c_1",null,null,null,null,c,null,null,null,null,null,null,null,null,null,null,null,null
14,343,leaf,9,338,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, no cohabitation, with contamination probability c_1\gamma",null,null,null,null,d,null,null,null,null,null,null,null,null,null,null,null,null
15,344,leaf,10,339,No,"single profile matching POI likelihood ratio equations, with cohabitation (no one else), no contamination",null,null,null,null,e,null,null,null,null,null,null,null,null,null,null,null,null
16,345,leaf,10,339,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, with cohabitation (no one else), with contamination probability c_1",null,null,null,null,f,null,null,null,null,null,null,null,null,null,null,null,null
17,346,leaf,10,339,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, with cohabitation (no one else), with contamination probability c_1\gamma",null,null,null,null,g,null,null,null,null,null,null,null,null,null,null,null,null
18,347,leaf,11,340,No,"single profile matching POI likelihood ratio equations, with cohabitation (plus other(s)), no contamination",null,null,null,null,h,null,null,null,null,null,null,null,null,null,null,null,null
19,348,leaf,11,340,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, with cohabitation (plus other(s)), with contamination probability c_1",null,null,null,null,i,null,null,null,null,null,null,null,null,null,null,null,null
20,349,leaf,11,340,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, with cohabitation (plus other(s)), with contamination probability c_1\gamma",null,null,null,null,j,null,null,null,null,null,null,null,null,null,null,null,null
21,350,selectbox,7,336,null,Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22,351,selectbox,8,337,null,Do Suspect and Complainant / Victim live together?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
23,352,selectbox,22,351,No,Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
24,353,selectbox,22,351,"Yes, with no one else",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
25,354,selectbox,22,351,"Yes, with other(s)",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
26,355,leaf,23,352,No,"matching POI likelihood ratio equations for n+1 contributors (no cohabitation, no contamination)",null,null,null,null,k,null,null,null,null,null,null,null,null,null,null,null,null
27,356,leaf,23,352,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","matching POI likelihood ratio equations for n+1 contributors, no cohabitation, with contamination probability c_1",null,null,null,null,l,null,null,null,null,null,null,null,null,null,null,null,null
28,357,leaf,23,352,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","matching POI likelihood ratio equations for n+1 contributors, no cohabitation, with contamination probability c_1\gamma",null,null,null,null,m,null,null,null,null,null,null,null,null,null,null,null,null
29,358,leaf,24,353,No,"matching POI likelihood ratio equations for n+1 contributors, with cohabitation (no one else), no contamination",null,null,null,null,n,null,null,null,null,null,null,null,null,null,null,null,null
30,359,leaf,24,353,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (no one else), with contamination probability c_1",null,null,null,null,o,null,null,null,null,null,null,null,null,null,null,null,null
31,360,leaf,24,353,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (no one else), with contamination probability c_1\gamma",null,null,null,null,p,null,null,null,null,null,null,null,null,null,null,null,null
32,361,leaf,25,354,No,"matching POI likelihood ratio equations for n+1 contributors, with cohabitation (plus other(s)), no contamination",null,null,null,null,q,null,null,null,null,null,null,null,null,null,null,null,null
33,362,leaf,25,354,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (plus other(s)), with contamination probability c_1",null,null,null,null,r,null,null,null,null,null,null,null,null,null,null,null,null
34,363,leaf,25,354,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (plus other(s)), with contamination probability c_1\gamma",null,null,null,null,s,null,null,null,null,null,null,null,null,null,null,null,null
35,364,leaf,21,350,No,"not matching POI likelihood ratio equations for n contributors, no contamination",null,null,null,null,t,null,null,null,null,null,null,null,null,null,null,null,null
36,365,leaf,21,350,Yes,"not matching POI likelihood ratio equations for n contributors, with contamination probability c_1\gamma",null,null,null,null,u,null,null,null,null,null,null,null,null,null,null,null,null
37,366,selectbox,3,332,null,Type of profile?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
38,367,leaf,37,366,No DNA (or only CP),absense of DNA likelihood ratio equations,null,null,null,null,a,null,null,null,null,null,null,null,null,null,null,null,null
39,368,selectbox,37,366,POI (and CP),Do Suspect and Complainant / Victim live together?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
40,369,textarea,37,366,Unknown(s) (and CP),Number of unknown contributors? ,null,null,null,null,null,null,null,,null,null,null,null,null,null,null,null,null
41,370,textarea,37,366,"POI, unknown(s) (and CP)",Number of unknown contributors? ,null,null,null,null,null,null,null,,null,null,null,null,null,null,null,null,null
42,371,selectbox,39,368,No,Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
43,372,selectbox,39,368,"Yes, with no one else",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
44,373,selectbox,39,368,"Yes, with other(s)",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
45,374,leaf,42,371,No,"single profile matching POI likelihood ratio equations (no cohabitation, no contamination)",null,null,null,null,b,null,null,null,null,null,null,null,null,null,null,null,null
46,375,leaf,42,371,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, no cohabitation, with contamination probability c_1",null,null,null,null,c,null,null,null,null,null,null,null,null,null,null,null,null
47,376,leaf,42,371,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, no cohabitation, with contamination probability c_1\gamma",null,null,null,null,d,null,null,null,null,null,null,null,null,null,null,null,null
48,377,leaf,43,372,No,"single profile matching POI likelihood ratio equations, with cohabitation (no one else), no contamination",null,null,null,null,e,null,null,null,null,null,null,null,null,null,null,null,null
49,378,leaf,43,372,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, with cohabitation (no one else), with contamination probability c_1",null,null,null,null,f,null,null,null,null,null,null,null,null,null,null,null,null
50,379,leaf,43,372,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, with cohabitation (no one else), with contamination probability c_1\gamma",null,null,null,null,g,null,null,null,null,null,null,null,null,null,null,null,null
51,380,leaf,44,373,No,"single profile matching POI likelihood ratio equations, with cohabitation (plus other(s)), no contamination",null,null,null,null,h,null,null,null,null,null,null,null,null,null,null,null,null
52,381,leaf,44,373,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, with cohabitation (plus other(s)), with contamination probability c_1",null,null,null,null,i,null,null,null,null,null,null,null,null,null,null,null,null
53,382,leaf,44,373,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, with cohabitation (plus other(s)), with contamination probability c_1\gamma",null,null,null,null,j,null,null,null,null,null,null,null,null,null,null,null,null
54,383,selectbox,40,369,null,Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
55,384,selectbox,41,370,null,Do Suspect and Complainant / Victim live together?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
56,385,selectbox,55,384,No,Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
57,386,selectbox,55,384,"Yes, with no one else",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
58,387,selectbox,55,384,"Yes, with other(s)",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
59,388,leaf,56,385,No,"matching POI likelihood ratio equations for n+1 contributors (no cohabitation, no contamination)",null,null,null,null,k,null,null,null,null,null,null,null,null,null,null,null,null
60,389,leaf,56,385,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","matching POI likelihood ratio equations for n+1 contributors, no cohabitation, with contamination probability c_1",null,null,null,null,l,null,null,null,null,null,null,null,null,null,null,null,null
61,390,leaf,56,385,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","matching POI likelihood ratio equations for n+1 contributors, no cohabitation, with contamination probability c_1\gamma",null,null,null,null,m,null,null,null,null,null,null,null,null,null,null,null,null
62,391,leaf,57,386,No,"matching POI likelihood ratio equations for n+1 contributors, with cohabitation (no one else), no contamination",null,null,null,null,n,null,null,null,null,null,null,null,null,null,null,null,null
63,392,leaf,57,386,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (no one else), with contamination probability c_1",null,null,null,null,o,null,null,null,null,null,null,null,null,null,null,null,null
64,393,leaf,57,386,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (no one else), with contamination probability c_1\gamma",null,null,null,null,p,null,null,null,null,null,null,null,null,null,null,null,null
65,394,leaf,58,387,No,"matching POI likelihood ratio equations for n+1 contributors, with cohabitation (plus other(s)), no contamination",null,null,null,null,q,null,null,null,null,null,null,null,null,null,null,null,null
66,395,leaf,58,387,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (plus other(s)), with contamination probability c_1",null,null,null,null,r,null,null,null,null,null,null,null,null,null,null,null,null
67,396,leaf,58,387,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","matching POI likelihood ratio equations for n+1 contributors, with cohabitation (plus other(s)), with contamination probability c_1\gamma",null,null,null,null,s,null,null,null,null,null,null,null,null,null,null,null,null
68,397,leaf,54,383,No,"not matching POI likelihood ratio equations for n contributors, no contamination",null,null,null,null,t,null,null,null,null,null,null,null,null,null,null,null,null
69,398,leaf,54,383,Yes,"not matching POI likelihood ratio equations for n contributors, with contamination probability c_1\gamma",null,null,null,null,u,null,null,null,null,null,null,null,null,null,null,null,null
1,399,selectbox,17,17,null,Who is considered the person of interest?  (Whose DNA do we expect to see if H_p is true?),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2,400,textarea,1,399,Suspect,"Whose DNA profile(s) is expected under H_p and under H_d? (What are the conditioning profiles?)  Please answer with one or multiple of the following: Complainant/Victim, Elimination 1, Elimination 2. If there are no conditioning profiles, please leave blank.",null,null,null,null,null,Suspect,,null,null,null,null,null,null,null,null,null,null
3,401,textarea,1,399,Complainant/Victim,"Whose DNA profile(s) is expected under H_p and under H_d? (What are the conditioning profiles?)  Please answer with one or multiple of the following: Suspect, Elimination 1, Elimination 2. If there are no conditioning profiles, please leave blank.",null,null,null,null,null,Complainant/Victim,,null,null,null,null,null,null,null,null,null,null
4,402,selectbox,2,400,null,Type of profile?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
5,403,leaf,4,402,No DNA (or only CP),absense of DNA likelihood ratio equations,null,null,null,null,a,null,null,null,null,null,null,null,null,null,null,null,null
6,404,selectbox,4,402,POI (and CP),Do Suspect and Complainant / Victim live together?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
7,405,textarea,4,402,Unknown(s) (and CP),Number of unknown contributors? ,null,null,null,null,null,null,null,,null,null,null,null,null,null,null,null,null
8,406,textarea,4,402,"POI, unknown(s) (and CP)",Number of unknown contributors? ,null,null,null,null,null,null,null,,null,null,null,null,null,null,null,null,null
9,407,selectbox,6,404,No,Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
10,408,selectbox,6,404,"Yes, with no one else",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
11,409,selectbox,6,404,"Yes, with other(s)",Is contamination an issue?,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12,410,leaf,9,407,No,"single profile matching POI likelihood ratio equations (no cohabitation, no contamination)",null,null,null,null,b,null,null,null,null,null,null,null,null,null,null,null,null
13,411,leaf,9,407,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, no cohabitation, with contamination probability c_1",null,null,null,null,c,null,null,null,null,null,null,null,null,null,null,null,null
14,412,leaf,9,407,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, no cohabitation, with contamination probability c_1\gamma",null,null,null,null,d,null,null,null,null,null,null,null,null,null,null,null,null
15,413,leaf,10,408,No,"single profile matching POI likelihood ratio equations, with cohabitation (no one else), no contamination",null,null,null,null,e,null,null,null,null,null,null,null,null,null,null,null,null
16,414,leaf,10,408,"Yes, this DNA could have been contaminated with the POI's DNA through officer/investigator/evidence collector/office/other item/scene","single profile matching POI likelihood ratio equations, with cohabitation (no one else), with contamination probability c_1",null,null,null,null,f,null,null,null,null,null,null,null,null,null,null,null,null
17,415,leaf,10,408,"Yes, this DNA could have been contaminated through ""generic"" contamination (i.e., no specific source of contamination)","single profile matching POI likelihood ratio equations, with cohabitation (no one else), with contamination probability c_1\gamma",null,null,null,null,g,null,null,null,null,null,null,null,null,null,null,null,null
